CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Ricardo Castro,Queso 250g,3.84,3,Pereira,Santiago Q.,2025-08-25,Cerrado,11.52,0.58,Snacks
Valentina Silva,Pasta 500g,1.57,10,Manizales,Diego S.,2025-05-01,Pendiente,15.7,0.78,Congelados
Óscar Herrera,Leche 1L,3.35,15,Pereira,Juan L.,2025-01-04,Pendiente,50.25,2.51,Bebidas no alcohólicas
Óscar Herrera,Azúcar 1kg,3.03,4,Sincelejo,Diego S.,2025-06-30,Cerrado,12.12,0.61,Panadería
Ricardo Castro,Huevos 12u,2.68,3,Medellín,Luis P.,2025-06-15,Cerrado,8.04,0.4,Bebidas no alcohólicas
Óscar Herrera,Jabón 500g,2.47,1,Montería,María V.,2024-10-14,Cerrado,2.47,0.12,Panadería
Carlos Pérez,Pollo 1kg,6.52,3,Neiva,Carlos T.,2024-10-27,Cerrado,19.56,0.98,Bebidas no alcohólicas
Jorge Martínez,Detergente 1kg,6.96,3,Cúcuta,Diego S.,2025-08-14,Cerrado,20.88,1.04,Lácteos
Jorge Martínez,Detergente 1kg,5.59,5,Villavicencio,Diego S.,2025-05-21,Cerrado,27.95,1.4,Carnes
Diego Ramírez,Pan 500g,1.36,6,Montería,Carlos T.,2025-01-13,Cerrado,8.16,0.41,Snacks
Héctor Suarez,Queso 250g,3.63,13,Bucaramanga,Natalia M.,2025-02-21,Cerrado,47.19,2.36,Abarrotes
Gabriel Navarro,Cereal 300g,4.13,2,Montería,Carlos T.,2025-07-10,Cerrado,8.26,0.41,Bebidas no alcohólicas
Patricia Morales,Pasta 500g,1.78,3,Villavicencio,Andrea C.,2025-01-29,Cerrado,5.34,0.27,Congelados
Luisa Fernández,Cereal 300g,3.78,7,Bucaramanga,Carlos T.,2025-06-14,Cerrado,26.46,1.32,Lácteos
Laura Mendoza,Aceite 1L,7.57,3,Manizales,Juan L.,2024-11-28,Pendiente,22.71,1.14,Abarrotes
Cecilia Torres,Arroz 1kg,3.62,45,Barranquilla,Santiago Q.,2025-05-18,Cerrado,162.9,8.15,Panadería
Cecilia Torres,Pollo 1kg,8.2,1,Ibagué,Luis P.,2025-01-10,Cerrado,8.2,0.41,Limpieza
Isabella Ortiz,Arroz 1kg,3.66,3,Cartagena,Andrea C.,2025-06-16,Cerrado,10.98,0.55,Limpieza
Juan Gómez,Jabón 500g,2.53,1,Barranquilla,Camila R.,2025-01-27,Cerrado,2.53,0.13,Lácteos
Gabriel Navarro,Arroz 1kg,4.69,3,Cúcuta,Luis P.,2025-05-27,Cerrado,14.07,0.7,Bebidas
Óscar Herrera,Detergente 1kg,6.22,6,Ibagué,María V.,2025-04-10,Cancelado,37.32,1.87,Abarrotes
Ana García,Atún 170g,2.48,2,Barranquilla,Luis P.,2025-03-17,Cerrado,4.96,0.25,Limpieza
Héctor Suarez,Pollo 1kg,6.54,3,Montería,Diego S.,2025-03-11,Cerrado,19.62,0.98,Congelados
Ana García,Aceite 1L,9.6,13,Cúcuta,María V.,2024-12-10,Cerrado,124.8,6.24,Alimentos
Gabriel Navarro,Aceite 1L,6.51,4,Ibagué,Natalia M.,2024-12-06,Cerrado,26.04,1.3,Abarrotes
Carlos Pérez,Mantequilla 200g,2.9,1,Bogotá,Luis P.,2025-01-31,Cerrado,2.9,0.14,Panadería
Cecilia Torres,Café 250g,6.26,3,Santa Marta,Santiago Q.,2024-12-22,Cerrado,18.78,0.94,Bebidas no alcohólicas
Héctor Suarez,Galletas 200g,1.72,2,Manizales,Luis P.,2025-08-05,Cerrado,3.44,0.17,Carnes
Laura Mendoza,Aceite 1L,8.65,2,Ibagué,Santiago Q.,2025-03-07,Cerrado,17.3,0.87,Snacks
Jorge Martínez,Jabón 500g,2.66,29,Villavicencio,Juan L.,2024-12-19,Cerrado,77.14,3.86,Bebidas
Isabella Ortiz,Pan 500g,1.31,2,Cali,Diego S.,2025-03-29,Cerrado,2.62,0.13,Abarrotes
Ricardo Castro,Detergente 1kg,5.86,1,Manizales,Daniela F.,2025-07-14,Cerrado,5.86,0.29,Panadería
Cecilia Torres,Azúcar 1kg,2.82,2,Cúcuta,Diego S.,2025-08-25,Cerrado,5.64,0.28,Abarrotes
Laura Mendoza,Atún 170g,2.62,4,Villavicencio,Carlos T.,2024-10-20,Cancelado,10.48,0.52,Snacks
Andrés Díaz,Arroz 1kg,3.74,4,Santa Marta,Andrea C.,2025-04-12,Cerrado,14.96,0.75,Bebidas
Cecilia Torres,Tomate enlatado 400g,1.78,12,Bucaramanga,Daniela F.,2025-07-21,Cerrado,21.36,1.07,Alimentos
Ana García,Arroz 1kg,3.43,2,Montería,Carlos T.,2025-01-20,Cerrado,6.86,0.34,Alimentos
Diego Ramírez,Mantequilla 200g,4.12,8,Sincelejo,María V.,2025-04-27,Cerrado,32.96,1.65,Bebidas
Ana García,Galletas 200g,2.37,4,Neiva,Juan L.,2025-03-19,Cerrado,9.48,0.47,Abarrotes
Isabella Ortiz,Yogur 120g,0.73,4,Manizales,Luis P.,2024-12-22,Cerrado,2.92,0.15,Carnes
Patricia Morales,Cereal 300g,3.37,5,Medellín,Diego S.,2025-04-23,Cerrado,16.85,0.84,Carnes
Ricardo Castro,Yogur 120g,0.65,3,Ibagué,Daniela F.,2025-05-28,Cerrado,1.95,0.1,Panadería
Jorge Martínez,Tomate enlatado 400g,1.54,4,Ibagué,Andrea C.,2025-05-10,Cerrado,6.16,0.31,Abarrotes
Carlos Pérez,Jabón 500g,2.37,15,Sincelejo,Diego S.,2025-05-30,Cancelado,35.55,1.78,Bebidas
Juan Gómez,Mantequilla 200g,3.0,1,Ibagué,Juan L.,2025-03-19,Cancelado,3.0,0.15,Limpieza
María Rodríguez,Tomate enlatado 400g,1.58,2,Pereira,Carlos T.,2025-01-09,Cerrado,3.16,0.16,Carnes
Ricardo Castro,Pasta 500g,1.61,10,Villavicencio,Carlos T.,2024-12-09,Cerrado,16.1,0.81,Abarrotes
Óscar Herrera,Tomate enlatado 400g,1.72,4,Medellín,Camila R.,2024-10-26,Cerrado,6.88,0.34,Panadería
Héctor Suarez,Mantequilla 200g,4.31,8,Cartagena,María V.,2025-09-22,Cerrado,34.48,1.72,Lácteos
Héctor Suarez,Pan 500g,1.37,7,Medellín,Andrea C.,2025-07-20,Cerrado,9.59,0.48,Panadería
Héctor Suarez,Detergente 1kg,6.12,4,Montería,Luis P.,2024-12-06,Pendiente,24.48,1.22,Bebidas no alcohólicas
Jorge Martínez,Queso 250g,4.72,1,Cartagena,Camila R.,2024-12-20,Cancelado,4.72,0.24,Snacks
Diego Ramírez,Azúcar 1kg,2.95,10,Santa Marta,Daniela F.,2025-04-05,Cerrado,29.5,1.48,Carnes
Felipe Rojas,Cereal 300g,4.63,4,Sincelejo,Camila R.,2025-04-08,Cerrado,18.52,0.93,Snacks
Jorge Martínez,Atún 170g,2.36,4,Villavicencio,Natalia M.,2025-07-17,Cerrado,9.44,0.47,Alimentos
Isabella Ortiz,Leche 1L,2.83,3,Santa Marta,María V.,2024-11-22,Cerrado,8.49,0.42,Alimentos
Luisa Fernández,Huevos 12u,2.09,7,Cartagena,Santiago Q.,2025-02-14,Cerrado,14.63,0.73,Limpieza
Carlos Pérez,Huevos 12u,2.29,3,Neiva,Camila R.,2024-11-19,Cerrado,6.87,0.34,Alimentos
Héctor Suarez,Azúcar 1kg,2.92,4,Ibagué,Carlos T.,2025-07-27,Cerrado,11.68,0.58,Lácteos
Valentina Silva,Yogur 120g,0.96,4,Sincelejo,Diego S.,2025-08-07,Cerrado,3.84,0.19,Limpieza
Sofía López,Huevos 12u,2.72,8,Medellín,Andrea C.,2024-12-15,Cerrado,21.76,1.09,Snacks
Juan Gómez,Galletas 200g,1.77,9,Ibagué,Santiago Q.,2025-06-07,Cerrado,15.93,0.8,Panadería
Valentina Silva,Jabón 500g,2.49,2,Medellín,Juan L.,2024-11-25,Cerrado,4.98,0.25,Alimentos
Gabriel Navarro,Cereal 300g,3.36,2,Villavicencio,Luis P.,2025-06-28,Cerrado,6.72,0.34,Panadería
Laura Mendoza,Queso 250g,3.98,5,Manizales,Andrea C.,2024-10-22,Pendiente,19.9,1.0,Snacks
Luisa Fernández,Detergente 1kg,4.92,4,Bucaramanga,Natalia M.,2025-03-06,Cerrado,19.68,0.98,Bebidas no alcohólicas
Óscar Herrera,Galletas 200g,2.22,9,Cartagena,Carlos T.,2025-06-08,Cerrado,19.98,1.0,Congelados
Felipe Rojas,Cereal 300g,3.6,5,Barranquilla,Juan L.,2025-08-07,Cerrado,18.0,0.9,Bebidas
Carlos Pérez,Pasta 500g,1.68,9,Pereira,Carlos T.,2024-12-15,Cerrado,15.12,0.76,Panadería
Sofía López,Tomate enlatado 400g,1.62,5,Sincelejo,Juan L.,2025-05-10,Cerrado,8.1,0.4,Snacks
Óscar Herrera,Aceite 1L,8.57,3,Bogotá,María V.,2025-04-07,Cerrado,25.71,1.29,Lácteos
Óscar Herrera,Galletas 200g,2.18,9,Sincelejo,Santiago Q.,2025-06-20,Cerrado,19.62,0.98,Limpieza
Marta Aguilar,Pan 500g,0.99,5,Cali,Juan L.,2025-01-07,Cerrado,4.95,0.25,Limpieza
Isabella Ortiz,Arroz 1kg,3.4,6,Barranquilla,Camila R.,2025-02-07,Cerrado,20.4,1.02,Abarrotes
Isabella Ortiz,Salsa de tomate 400g,1.45,4,Cali,Daniela F.,2025-06-28,Cerrado,5.8,0.29,Alimentos
Luisa Fernández,Arroz 1kg,3.29,11,Barranquilla,Carlos T.,2025-06-10,Cerrado,36.19,1.81,Bebidas no alcohólicas
Sofía López,Pollo 1kg,7.7,11,Medellín,Camila R.,2025-02-16,Cerrado,84.7,4.24,Bebidas
Felipe Rojas,Pasta 500g,1.97,7,Manizales,María V.,2025-07-14,Cerrado,13.79,0.69,Abarrotes
Cecilia Torres,Arroz 1kg,3.83,4,Cali,Natalia M.,2025-08-05,Pendiente,15.32,0.77,Abarrotes
Ana García,Detergente 1kg,5.71,7,Bogotá,Carlos T.,2024-10-24,Cerrado,39.97,2.0,Panadería
Marta Aguilar,Café 250g,6.28,5,Barranquilla,Santiago Q.,2025-08-15,Cerrado,31.4,1.57,Lácteos
Ana García,Aceite 1L,8.15,4,Bucaramanga,Andrea C.,2025-07-05,Cerrado,32.6,1.63,Limpieza
Óscar Herrera,Pasta 500g,1.62,3,Bogotá,Natalia M.,2025-02-06,Cerrado,4.86,0.24,Limpieza
Isabella Ortiz,Salsa de tomate 400g,1.98,34,Montería,Diego S.,2025-08-18,Cancelado,67.32,3.37,Limpieza
Óscar Herrera,Arroz 1kg,4.17,4,Santa Marta,Juan L.,2024-12-10,Cerrado,16.68,0.83,Limpieza
Andrés Díaz,Queso 250g,4.55,5,Santa Marta,Camila R.,2024-12-05,Cerrado,22.75,1.14,Lácteos
Carlos Pérez,Cereal 300g,4.58,1,Manizales,Daniela F.,2025-02-06,Cerrado,4.58,0.23,Limpieza
Jorge Martínez,Cereal 300g,4.28,7,Bucaramanga,Andrea C.,2024-12-20,Pendiente,29.96,1.5,Congelados
Jorge Martínez,Tomate enlatado 400g,1.3,4,Montería,Natalia M.,2024-10-16,Pendiente,5.2,0.26,Alimentos
Juan Gómez,Mantequilla 200g,2.96,4,Pereira,Luis P.,2024-12-28,Pendiente,11.84,0.59,Bebidas
Felipe Rojas,Mantequilla 200g,4.19,6,Santa Marta,Carlos T.,2025-04-14,Cerrado,25.14,1.26,Panadería
Sofía López,Galletas 200g,1.67,2,Cartagena,Natalia M.,2025-09-07,Cerrado,3.34,0.17,Abarrotes
Ricardo Castro,Harina 1kg,3.39,1,Ibagué,Luis P.,2025-07-22,Cerrado,3.39,0.17,Carnes
Ana García,Tomate enlatado 400g,1.28,5,Santa Marta,Daniela F.,2025-02-24,Cerrado,6.4,0.32,Limpieza
Isabella Ortiz,Aceite 1L,6.51,15,Barranquilla,Camila R.,2025-09-11,Cerrado,97.65,4.88,Congelados
Diego Ramírez,Aceite 1L,6.46,5,Cúcuta,Natalia M.,2025-05-28,Cerrado,32.3,1.62,Bebidas no alcohólicas
Andrés Díaz,Leche 1L,2.97,12,Cartagena,Andrea C.,2025-03-09,Cerrado,35.64,1.78,Snacks
Andrés Díaz,Harina 1kg,3.92,6,Cúcuta,Diego S.,2025-03-09,Pendiente,23.52,1.18,Snacks
Ricardo Castro,Tomate enlatado 400g,1.5,4,Barranquilla,Natalia M.,2024-12-25,Cerrado,6.0,0.3,Lácteos
Andrés Díaz,Leche 1L,3.04,6,Ibagué,Natalia M.,2024-10-24,Cerrado,18.24,0.91,Limpieza
Isabella Ortiz,Salsa de tomate 400g,1.52,3,Barranquilla,Carlos T.,2025-09-20,Cerrado,4.56,0.23,Alimentos
Óscar Herrera,Café 250g,5.04,3,Bogotá,Natalia M.,2025-08-29,Cancelado,15.12,0.76,Bebidas no alcohólicas
Isabella Ortiz,Pasta 500g,1.84,4,Pereira,Luis P.,2025-04-13,Cerrado,7.36,0.37,Bebidas no alcohólicas
Jorge Martínez,Cereal 300g,4.09,11,Bogotá,Juan L.,2025-04-10,Cerrado,44.99,2.25,Bebidas
Patricia Morales,Queso 250g,4.28,15,Bucaramanga,Luis P.,2024-09-25,Cerrado,64.2,3.21,Limpieza
Héctor Suarez,Galletas 200g,2.01,4,Villavicencio,Diego S.,2025-07-11,Cerrado,8.04,0.4,Carnes
Isabella Ortiz,Detergente 1kg,5.49,2,Bucaramanga,Carlos T.,2025-06-20,Cerrado,10.98,0.55,Limpieza
Marta Aguilar,Queso 250g,4.29,12,Pereira,Daniela F.,2025-03-15,Cerrado,51.48,2.57,Lácteos
Marta Aguilar,Azúcar 1kg,2.93,14,Villavicencio,Juan L.,2025-03-10,Cerrado,41.02,2.05,Carnes
Ricardo Castro,Pasta 500g,1.6,3,Cúcuta,Luis P.,2025-06-18,Cerrado,4.8,0.24,Snacks
Gabriel Navarro,Pan 500g,1.0,2,Barranquilla,Juan L.,2024-10-23,Cerrado,2.0,0.1,Lácteos
Gabriel Navarro,Cereal 300g,3.61,11,Villavicencio,Juan L.,2024-11-25,Cerrado,39.71,1.99,Bebidas no alcohólicas
Laura Mendoza,Pan 500g,1.03,2,Cali,Carlos T.,2025-09-07,Cerrado,2.06,0.1,Alimentos
María Rodríguez,Harina 1kg,2.82,6,Cartagena,Carlos T.,2024-12-07,Cerrado,16.92,0.85,Congelados
Ana García,Tomate enlatado 400g,1.76,10,Bucaramanga,María V.,2025-06-24,Cerrado,17.6,0.88,Bebidas
Laura Mendoza,Detergente 1kg,6.95,4,Sincelejo,Camila R.,2025-07-11,Pendiente,27.8,1.39,Snacks
Óscar Herrera,Pan 500g,1.28,2,Sincelejo,María V.,2024-12-05,Cerrado,2.56,0.13,Carnes
Patricia Morales,Huevos 12u,2.16,6,Pereira,María V.,2024-11-24,Cerrado,12.96,0.65,Abarrotes
Jorge Martínez,Arroz 1kg,4.06,1,Cartagena,Diego S.,2025-09-23,Cerrado,4.06,0.2,Congelados
Héctor Suarez,Jabón 500g,2.68,10,Cartagena,María V.,2025-01-22,Pendiente,26.8,1.34,Panadería
Óscar Herrera,Harina 1kg,3.7,4,Manizales,Luis P.,2025-07-18,Cerrado,14.8,0.74,Limpieza
Laura Mendoza,Huevos 12u,2.63,11,Villavicencio,Diego S.,2025-08-31,Cerrado,28.93,1.45,Panadería
Laura Mendoza,Pasta 500g,1.85,2,Barranquilla,Diego S.,2025-03-29,Cerrado,3.7,0.19,Snacks
Marta Aguilar,Leche 1L,2.89,5,Santa Marta,Juan L.,2025-07-07,Cerrado,14.45,0.72,Abarrotes
Ana García,Arroz 1kg,4.63,7,Santa Marta,Juan L.,2024-12-09,Pendiente,32.41,1.62,Panadería
Sofía López,Huevos 12u,2.39,10,Ibagué,Natalia M.,2025-02-27,Pendiente,23.9,1.2,Lácteos
Óscar Herrera,Galletas 200g,2.21,1,Neiva,Andrea C.,2025-06-27,Cancelado,2.21,0.11,Alimentos
Laura Mendoza,Café 250g,6.88,6,Bogotá,Diego S.,2025-02-16,Cerrado,41.28,2.06,Limpieza
Andrés Díaz,Aceite 1L,8.95,2,Montería,Carlos T.,2025-03-11,Cerrado,17.9,0.9,Lácteos
Patricia Morales,Mantequilla 200g,3.05,2,Sincelejo,María V.,2025-08-04,Cerrado,6.1,0.3,Bebidas no alcohólicas
Isabella Ortiz,Yogur 120g,0.67,1,Neiva,Andrea C.,2024-12-14,Cerrado,0.67,0.03,Carnes
Diego Ramírez,Yogur 120g,0.85,1,Manizales,Diego S.,2025-03-07,Cerrado,0.85,0.04,Snacks
Juan Gómez,Azúcar 1kg,3.33,6,Cartagena,Andrea C.,2025-02-06,Pendiente,19.98,1.0,Carnes
Luisa Fernández,Queso 250g,4.16,2,Barranquilla,Natalia M.,2025-04-14,Cerrado,8.32,0.42,Panadería
Gabriel Navarro,Pan 500g,1.37,2,Sincelejo,Daniela F.,2025-07-04,Cerrado,2.74,0.14,Panadería
Héctor Suarez,Detergente 1kg,4.89,4,Barranquilla,Daniela F.,2025-07-01,Cerrado,19.56,0.98,Bebidas
Óscar Herrera,Cereal 300g,4.04,43,Bucaramanga,Daniela F.,2025-05-10,Pendiente,173.72,8.69,Carnes
Óscar Herrera,Aceite 1L,6.77,1,Manizales,Natalia M.,2024-12-07,Cancelado,6.77,0.34,Congelados
Luisa Fernández,Café 250g,4.81,1,Bucaramanga,Daniela F.,2024-12-19,Cerrado,4.81,0.24,Panadería
Gabriel Navarro,Queso 250g,5.18,4,Villavicencio,Carlos T.,2025-04-22,Cerrado,20.72,1.04,Lácteos
Cecilia Torres,Harina 1kg,3.17,15,Bucaramanga,Carlos T.,2025-07-02,Cerrado,47.55,2.38,Lácteos
María Rodríguez,Cereal 300g,4.63,3,Sincelejo,Natalia M.,2025-04-20,Cerrado,13.89,0.69,Bebidas no alcohólicas
Jorge Martínez,Yogur 120g,0.94,4,Sincelejo,María V.,2024-12-25,Cancelado,3.76,0.19,Alimentos
Diego Ramírez,Queso 250g,5.27,3,Medellín,Daniela F.,2025-04-11,Cerrado,15.81,0.79,Bebidas no alcohólicas
Carlos Pérez,Leche 1L,2.83,43,Cali,Natalia M.,2024-11-02,Cerrado,121.69,6.08,Limpieza
Carlos Pérez,Galletas 200g,1.66,13,Medellín,Carlos T.,2025-06-30,Cerrado,21.58,1.08,Bebidas
Sofía López,Queso 250g,4.68,12,Cúcuta,Andrea C.,2025-05-04,Cerrado,56.16,2.81,Lácteos
Cecilia Torres,Leche 1L,2.89,5,Bogotá,Diego S.,2025-04-23,Cerrado,14.45,0.72,Panadería
Felipe Rojas,Jabón 500g,2.75,10,Bogotá,Diego S.,2025-03-16,Cerrado,27.5,1.38,Alimentos
Andrés Díaz,Pollo 1kg,7.4,4,Neiva,Santiago Q.,2024-12-24,Cerrado,29.6,1.48,Bebidas
Gabriel Navarro,Salsa de tomate 400g,1.54,4,Cali,Natalia M.,2024-11-16,Cerrado,6.16,0.31,Snacks
Gabriel Navarro,Cereal 300g,3.98,2,Cúcuta,Camila R.,2024-10-07,Cancelado,7.96,0.4,Lácteos
María Rodríguez,Atún 170g,2.39,2,Cali,Diego S.,2024-12-30,Pendiente,4.78,0.24,Limpieza
Jorge Martínez,Queso 250g,5.2,2,Montería,Andrea C.,2024-09-30,Cerrado,10.4,0.52,Panadería
Patricia Morales,Salsa de tomate 400g,1.95,7,Manizales,Diego S.,2025-03-10,Cerrado,13.65,0.68,Carnes
Patricia Morales,Café 250g,6.05,12,Santa Marta,Juan L.,2025-02-16,Cerrado,72.6,3.63,Alimentos
Jorge Martínez,Salsa de tomate 400g,1.98,1,Neiva,María V.,2024-11-13,Cerrado,1.98,0.1,Lácteos
Óscar Herrera,Azúcar 1kg,3.34,1,Barranquilla,Juan L.,2025-05-23,Pendiente,3.34,0.17,Bebidas
Laura Mendoza,Galletas 200g,2.18,7,Manizales,Santiago Q.,2025-05-21,Cerrado,15.26,0.76,Congelados
Sofía López,Pollo 1kg,7.96,4,Pereira,María V.,2025-02-05,Pendiente,31.84,1.59,Bebidas no alcohólicas
Valentina Silva,Aceite 1L,7.22,2,Bucaramanga,Santiago Q.,2024-10-07,Cerrado,14.44,0.72,Carnes
Patricia Morales,Arroz 1kg,4.17,3,Sincelejo,Camila R.,2024-10-26,Cerrado,12.51,0.63,Panadería
Jorge Martínez,Pasta 500g,2.16,1,Sincelejo,Natalia M.,2025-08-15,Cerrado,2.16,0.11,Carnes
Juan Gómez,Pan 500g,1.3,13,Bogotá,Daniela F.,2025-02-15,Cerrado,16.9,0.84,Lácteos
Gabriel Navarro,Harina 1kg,2.97,3,Cúcuta,Luis P.,2025-06-02,Cerrado,8.91,0.45,Carnes
Gabriel Navarro,Arroz 1kg,4.22,14,Medellín,Diego S.,2025-01-01,Cerrado,59.08,2.95,Bebidas
Óscar Herrera,Salsa de tomate 400g,1.7,4,Cartagena,Daniela F.,2024-12-28,Pendiente,6.8,0.34,Snacks
Luisa Fernández,Pasta 500g,1.65,1,Montería,Daniela F.,2025-08-01,Cerrado,1.65,0.08,Snacks
Óscar Herrera,Yogur 120g,0.91,5,Santa Marta,Camila R.,2025-03-30,Cerrado,4.55,0.23,Bebidas
Ana García,Salsa de tomate 400g,2.1,14,Montería,Santiago Q.,2024-10-29,Cerrado,29.4,1.47,Abarrotes
Juan Gómez,Mantequilla 200g,3.72,4,Villavicencio,Juan L.,2025-01-27,Cerrado,14.88,0.74,Panadería
Diego Ramírez,Galletas 200g,2.24,12,Villavicencio,Daniela F.,2025-07-09,Cerrado,26.88,1.34,Congelados
Patricia Morales,Aceite 1L,6.9,3,Barranquilla,Diego S.,2025-06-15,Cerrado,20.7,1.03,Abarrotes
Jorge Martínez,Queso 250g,3.7,1,Villavicencio,Santiago Q.,2025-08-27,Cerrado,3.7,0.19,Bebidas
Juan Gómez,Arroz 1kg,3.92,2,Bucaramanga,Luis P.,2025-06-21,Cerrado,7.84,0.39,Abarrotes
Juan Gómez,Detergente 1kg,6.1,4,Cúcuta,Santiago Q.,2025-05-22,Pendiente,24.4,1.22,Alimentos
Ana García,Tomate enlatado 400g,1.54,4,Ibagué,Luis P.,2025-03-27,Cerrado,6.16,0.31,Limpieza
Ana García,Mantequilla 200g,4.24,4,Barranquilla,Santiago Q.,2025-04-22,Cancelado,16.96,0.85,Bebidas
María Rodríguez,Galletas 200g,1.86,2,Ibagué,Camila R.,2025-03-29,Pendiente,3.72,0.19,Snacks
Héctor Suarez,Salsa de tomate 400g,1.93,2,Sincelejo,Daniela F.,2025-01-06,Cerrado,3.86,0.19,Congelados
Sofía López,Detergente 1kg,6.77,8,Montería,Santiago Q.,2025-08-11,Cerrado,54.16,2.71,Carnes
Gabriel Navarro,Pasta 500g,1.82,33,Medellín,María V.,2024-11-24,Pendiente,60.06,3.0,Abarrotes
Gabriel Navarro,Pasta 500g,1.58,2,Sincelejo,Camila R.,2024-11-26,Cerrado,3.16,0.16,Bebidas no alcohólicas
Ana García,Arroz 1kg,4.22,3,Barranquilla,Santiago Q.,2025-06-15,Pendiente,12.66,0.63,Snacks
Laura Mendoza,Pasta 500g,1.83,2,Bogotá,Daniela F.,2024-12-12,Cerrado,3.66,0.18,Limpieza
Carlos Pérez,Harina 1kg,3.59,4,Manizales,Natalia M.,2025-08-10,Cerrado,14.36,0.72,Bebidas
Ricardo Castro,Azúcar 1kg,2.88,3,Manizales,Santiago Q.,2025-09-25,Cancelado,8.64,0.43,Bebidas no alcohólicas
Ricardo Castro,Huevos 12u,2.68,11,Medellín,Carlos T.,2025-01-19,Cancelado,29.48,1.47,Carnes
Patricia Morales,Queso 250g,4.61,2,Medellín,Natalia M.,2025-06-20,Cerrado,9.22,0.46,Bebidas
Diego Ramírez,Cereal 300g,4.59,4,Pereira,Santiago Q.,2025-05-16,Cerrado,18.36,0.92,Abarrotes
Ana García,Harina 1kg,3.77,1,Cúcuta,Carlos T.,2025-01-09,Cerrado,3.77,0.19,Bebidas
Felipe Rojas,Arroz 1kg,3.96,4,Sincelejo,Camila R.,2025-01-08,Cerrado,15.84,0.79,Panadería
Carlos Pérez,Arroz 1kg,4.33,1,Cartagena,Santiago Q.,2025-06-25,Cerrado,4.33,0.22,Congelados
Gabriel Navarro,Mantequilla 200g,3.77,15,Bucaramanga,Andrea C.,2024-10-17,Cerrado,56.55,2.83,Lácteos
Patricia Morales,Cereal 300g,3.66,11,Ibagué,Andrea C.,2025-04-05,Pendiente,40.26,2.01,Snacks
Luisa Fernández,Atún 170g,2.39,4,Medellín,Camila R.,2025-06-11,Cerrado,9.56,0.48,Congelados
Ana García,Arroz 1kg,4.77,5,Medellín,Daniela F.,2025-01-11,Cerrado,23.85,1.19,Bebidas
Patricia Morales,Cereal 300g,4.62,2,Pereira,Daniela F.,2024-10-13,Cerrado,9.24,0.46,Snacks
Ana García,Mantequilla 200g,2.91,4,Bogotá,Juan L.,2024-11-20,Cerrado,11.64,0.58,Bebidas no alcohólicas
Marta Aguilar,Café 250g,5.42,5,Santa Marta,Andrea C.,2025-09-24,Cerrado,27.1,1.36,Alimentos
Felipe Rojas,Salsa de tomate 400g,1.61,4,Santa Marta,Natalia M.,2025-06-27,Cerrado,6.44,0.32,Snacks
Óscar Herrera,Harina 1kg,3.87,4,Santa Marta,Luis P.,2024-11-18,Cerrado,15.48,0.77,Abarrotes
Jorge Martínez,Harina 1kg,3.72,11,Manizales,Andrea C.,2025-08-07,Cerrado,40.92,2.05,Carnes
Patricia Morales,Café 250g,6.65,14,Sincelejo,Andrea C.,2025-06-07,Cerrado,93.1,4.66,Alimentos
Óscar Herrera,Tomate enlatado 400g,1.58,8,Santa Marta,Luis P.,2025-02-23,Cerrado,12.64,0.63,Lácteos
Ricardo Castro,Café 250g,5.92,3,Bucaramanga,Andrea C.,2025-08-22,Cerrado,17.76,0.89,Alimentos
María Rodríguez,Pasta 500g,1.62,13,Villavicencio,Carlos T.,2024-12-07,Pendiente,21.06,1.05,Lácteos
Juan Gómez,Salsa de tomate 400g,2.14,5,Barranquilla,Natalia M.,2025-02-11,Cerrado,10.7,0.54,Limpieza
Diego Ramírez,Cereal 300g,3.51,47,Sincelejo,Carlos T.,2025-03-14,Cerrado,164.97,8.25,Abarrotes
Felipe Rojas,Tomate enlatado 400g,1.42,7,Bucaramanga,Andrea C.,2025-01-18,Cerrado,9.94,0.5,Lácteos
Felipe Rojas,Café 250g,6.26,3,Cúcuta,Camila R.,2025-06-04,Cerrado,18.78,0.94,Abarrotes
Óscar Herrera,Harina 1kg,3.2,18,Barranquilla,Natalia M.,2025-04-04,Pendiente,57.6,2.88,Abarrotes
Sofía López,Queso 250g,4.46,2,Bucaramanga,Carlos T.,2025-07-25,Cerrado,8.92,0.45,Abarrotes
Valentina Silva,Leche 1L,2.28,4,Neiva,Carlos T.,2025-09-18,Cerrado,9.12,0.46,Bebidas no alcohólicas
Ricardo Castro,Salsa de tomate 400g,1.88,12,Cúcuta,Carlos T.,2024-12-14,Cerrado,22.56,1.13,Bebidas no alcohólicas
Ana García,Café 250g,5.64,3,Cali,Carlos T.,2025-07-31,Cerrado,16.92,0.85,Abarrotes
Felipe Rojas,Tomate enlatado 400g,1.54,5,Cartagena,Daniela F.,2025-01-27,Cerrado,7.7,0.38,Lácteos
Carlos Pérez,Azúcar 1kg,3.67,5,Barranquilla,Andrea C.,2025-08-02,Pendiente,18.35,0.92,Bebidas no alcohólicas
Felipe Rojas,Cereal 300g,3.27,12,Montería,Camila R.,2025-02-17,Cerrado,39.24,1.96,Panadería
Juan Gómez,Detergente 1kg,4.91,4,Bogotá,Daniela F.,2024-10-10,Cerrado,19.64,0.98,Limpieza
